trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.005, 'e': 0.4045418851030188}",20,0,-54.38839110789512,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
183,False,"{'a': 0.005, 'e': 0.40252422403363597}",30,18,-30.899424355937192,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
184,False,"{'a': 0.005, 'e': 0.4005166260908188}",25,2,-3.8328166185138404,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.005, 'e': 0.39851904108451414}",20,0,-56.86266923045936,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
186,False,"{'a': 0.005, 'e': 0.39653141907499284}",30,9,-19.07331752310748,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.005, 'e': 0.3945537103716011}",25,0,-99.0384386551236,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
188,False,"{'a': 0.005, 'e': 0.39258586553151836}",20,6,1.7913235833416323,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.005, 'e': 0.3906278353585211}",30,13,-15.394577000306569,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
190,False,"{'a': 0.005, 'e': 0.388679570901753}",20,0,-1.3943168131701433,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
191,False,"{'a': 0.005, 'e': 0.3867410234545012}",25,0,-49.185707271127065,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
192,False,"{'a': 0.005, 'e': 0.3848121445529785}",25,0,-2.9297874830401374,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
193,False,"{'a': 0.005, 'e': 0.38289288597511206}",20,4,-21.26873338351032,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.005, 'e': 0.38098319973933725}",20,0,-53.87294109321245,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.005, 'e': 0.37908303810339883}",30,2,-32.01679053353792,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 1}",1
196,False,"{'a': 0.005, 'e': 0.37719235356315695}",25,0,-13.191583119835794,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
197,False,"{'a': 0.005, 'e': 0.37531109885139957}",30,6,-35.76687514325464,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
198,False,"{'a': 0.005, 'e': 0.37343922693666093}",30,16,5.104034463188267,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.005, 'e': 0.3715766910220457}",20,0,-84.99774777428881,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
200,False,"{'a': 0.005, 'e': 0.369723444544059}",25,17,-35.051456401318354,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.005, 'e': 0.36787944117144233}",25,0,10.685602263565876,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.005, 'e': 0.36604463480401533}",25,0,-88.06854783822462,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
203,False,"{'a': 0.005, 'e': 0.3642189795715233}",25,0,-83.18764255863636,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
204,False,"{'a': 0.005, 'e': 0.36240242983249027}",20,10,-0.7589920570289914,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.005, 'e': 0.3605949401730783}",20,0,-41.18686218782923,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
206,False,"{'a': 0.005, 'e': 0.3587964654059516}",30,16,-4.721811850870401,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
207,False,"{'a': 0.005, 'e': 0.3570069605691474}",25,14,18.8918593474467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.005, 'e': 0.3552263809249515}",25,16,-24.30128205241518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.005, 'e': 0.35345468195878016}",20,9,-21.49943098659519,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.005, 'e': 0.3516918193780669}",20,0,2.043706175935051,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
211,False,"{'a': 0.005, 'e': 0.3499377491111553}",25,9,-34.9375056701023,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
212,False,"{'a': 0.005, 'e': 0.3481924273061976}",20,0,-13.98125187685293,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
213,False,"{'a': 0.005, 'e': 0.3464558103300574}",25,0,-40.28442053920304,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
214,False,"{'a': 0.005, 'e': 0.3447278547672202}",30,19,14.981360740372564,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.005, 'e': 0.34300851741870664}",25,10,-8.863792813981972,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
216,False,"{'a': 0.005, 'e': 0.3412977553009937}",20,1,34.655260887339914,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.005, 'e': 0.3395955256449391}",20,12,1.8754471598962943,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.005, 'e': 0.33790178589471304}",30,18,4.019925805388784,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
219,False,"{'a': 0.005, 'e': 0.33621649370673334}",20,0,-9.636519389279737,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
220,False,"{'a': 0.005, 'e': 0.3345396069486076}",20,1,18.238154029028525,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.005, 'e': 0.33287108369807955}",25,2,-81.83792186421974,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
222,False,"{'a': 0.005, 'e': 0.331210882241981}",25,14,-17.952300455869015,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
223,False,"{'a': 0.005, 'e': 0.32955896107518906}",20,0,-99.1525825701417,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
224,False,"{'a': 0.005, 'e': 0.32791527889958855}",25,9,-36.80620426163141,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
225,False,"{'a': 0.005, 'e': 0.32627979462303947}",20,2,-48.220196860085984,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
226,False,"{'a': 0.005, 'e': 0.32465246735834974}",20,0,1.425172420169737,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.005, 'e': 0.3230332564222529}",25,15,17.035569691555875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.005, 'e': 0.32142212133439135}",25,8,-36.90789461461038,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
229,False,"{'a': 0.005, 'e': 0.31981902181630384}",25,0,9.913423097610405,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
230,False,"{'a': 0.005, 'e': 0.3182239177904191}",20,16,5.956983438172391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.005, 'e': 0.31663676937905316}",25,13,1.5082840385010017,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.005, 'e': 0.3150575369034133}",20,4,17.826463220124868,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.005, 'e': 0.3134861808826053}",25,7,-20.8621040080812,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.005, 'e': 0.31192266203264674}",25,6,-13.57560715830405,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
235,False,"{'a': 0.005, 'e': 0.31036694126548503}",25,0,-1.0595587730293046,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
236,False,"{'a': 0.005, 'e': 0.30881897968801986}",30,24,8.737179954723821,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.005, 'e': 0.30727873860113125}",25,2,-20.788064759084136,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
238,False,"{'a': 0.005, 'e': 0.30574617949871175}",20,0,-48.89959315341294,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
239,False,"{'a': 0.005, 'e': 0.3042212640667041}",20,0,-21.724919687446782,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
240,False,"{'a': 0.005, 'e': 0.30270395418214285}",20,11,-31.909941303160124,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.005, 'e': 0.30119421191220214}",25,10,23.950127923578187,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.005, 'e': 0.2996919995132463}",20,0,-47.25934723631183,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
243,False,"{'a': 0.005, 'e': 0.2981972794298874}",20,11,3.2092885259090496,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.005, 'e': 0.29671001429404525}",20,14,8.498352533988085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.005, 'e': 0.2952301669240142}",20,0,-13.936631655575566,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
246,False,"{'a': 0.005, 'e': 0.29375770032353277}",20,0,5.2690787298359565,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
247,False,"{'a': 0.005, 'e': 0.2922925776808594}",20,10,-42.791448031888955,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
248,False,"{'a': 0.005, 'e': 0.29083476236785155}",20,3,-34.95358083824854,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.005, 'e': 0.2893842179390506}",25,19,3.9213925428719443,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.005, 'e': 0.2879409081307702}",25,14,1.0478379679597436,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.005, 'e': 0.2865047968601901}",25,9,26.112357255912528,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.005, 'e': 0.28507584822445353}",25,3,30.133546612310855,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.005, 'e': 0.2836540264997704}",20,2,27.360542080830953,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.005, 'e': 0.2822392961405233}",20,15,0.28627501849683346,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.005, 'e': 0.2808316217783798}",30,0,31.611355262789473,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.005, 'e': 0.2794309682214073}",25,12,-31.234154686251387,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
257,False,"{'a': 0.005, 'e': 0.27803730045319414}",25,5,19.150722621471278,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.005, 'e': 0.2766505836319734}",20,4,-59.20898186528004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
259,False,"{'a': 0.005, 'e': 0.27527078308975234}",20,0,-62.37785813450408,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
260,False,"{'a': 0.005, 'e': 0.2738978643314456}",20,0,7.7871533273150835,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
261,False,"{'a': 0.005, 'e': 0.2725317930340126}",20,14,13.0177004216537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.005, 'e': 0.2711725350455999}",25,4,-26.85859273431966,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
263,False,"{'a': 0.005, 'e': 0.2698200563846868}",20,9,17.641440522999137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.005, 'e': 0.2684743232392366}",20,0,-35.140057839313606,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
265,False,"{'a': 0.005, 'e': 0.26713530196585034}",25,6,-28.67426361782681,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.005, 'e': 0.2658029590889266}",20,12,13.143345266780576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.005, 'e': 0.26447726129982396}",30,20,6.848999666624932,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.005, 'e': 0.2631581754560287}",35,2,41.35070113086078,"{0: 32, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.005, 'e': 0.261845668580326}",20,10,5.633348488184125,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.005, 'e': 0.2605397078599756}",30,14,28.672519546548934,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.005, 'e': 0.2592402606458915}",30,0,-75.95634131551004,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
272,False,"{'a': 0.005, 'e': 0.2579472944518257}",20,15,8.296794262411453,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.005, 'e': 0.2566607769535559}",25,7,10.653487267176072,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.005, 'e': 0.2553806759880777}",20,0,-93.8998067401156,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
275,False,"{'a': 0.005, 'e': 0.25410695955280027}",25,15,16.354336775825768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.005, 'e': 0.25283959580474646}",35,21,-42.311278281889685,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
277,False,"{'a': 0.005, 'e': 0.25157855305975646}",30,19,24.423027562462025,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.005, 'e': 0.2503237997916961}",20,0,-23.501401211228558,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
279,False,"{'a': 0.005, 'e': 0.24907530463166816}",20,0,8.11393539416305,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.005, 'e': 0.24783303636722875}",20,8,-3.565513674896234,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.005, 'e': 0.24659696394160643}",30,1,25.397582041221963,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.005, 'e': 0.24536705645292634}",20,5,0.4998141915685297,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
283,False,"{'a': 0.005, 'e': 0.2441432831534371}",20,0,2.3235465032627953,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
284,False,"{'a': 0.005, 'e': 0.24292561344874244}",20,10,4.656720335861136,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.005, 'e': 0.24171401689703645}",20,11,5.134615108847728,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.005, 'e': 0.24050846320834213}",20,3,-40.43947583767181,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
287,False,"{'a': 0.005, 'e': 0.23930892224375455}",25,1,21.973680332446214,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.005, 'e': 0.23811536401468703}",20,8,11.002674358698663,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.005, 'e': 0.23692775868212176}",20,5,4.28719050129694,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.005, 'e': 0.23574607655586352}",20,0,20.678067723989848,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.005, 'e': 0.23457028809379765}",20,6,-44.65909412378482,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
292,False,"{'a': 0.005, 'e': 0.23340036390115132}",20,0,28.904621488030546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.005, 'e': 0.23223627472975883}",25,10,-18.307624367055894,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
294,False,"{'a': 0.005, 'e': 0.23107799147733019}",20,0,-10.165593597341392,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
295,False,"{'a': 0.005, 'e': 0.22992548518672384}",25,7,-21.281788096191374,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.005, 'e': 0.22877872704522242}",20,7,13.320819067895334,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.005, 'e': 0.22763768838381274}",20,0,6.026320357771524,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.005, 'e': 0.22650234067646874}",20,14,9.40247124489488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.005, 'e': 0.22537265553943872}",20,1,19.371850693465113,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.005, 'e': 0.22424860473053532}",25,0,9.604077196903823,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
301,False,"{'a': 0.005, 'e': 0.22313016014842982}",25,14,-35.87206433066011,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.005, 'e': 0.22201729383194937}",30,17,-21.9532289951653,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
303,False,"{'a': 0.005, 'e': 0.2209099779593782}",20,15,10.126030078514495,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.005, 'e': 0.21980818484776168}",20,5,-17.293959115413806,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
305,False,"{'a': 0.005, 'e': 0.21871188695221475}",20,3,26.226050289457444,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.005, 'e': 0.21762105686523284}",20,6,21.129713039294607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.005, 'e': 0.21653566731600707}",20,10,-35.02570348882075,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.005, 'e': 0.21545569116974203}",25,17,11.998941522662092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.005, 'e': 0.21438110142697794}",25,15,5.431184816829481,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.005, 'e': 0.21331187122291523}",20,0,-16.746596154783536,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
311,False,"{'a': 0.005, 'e': 0.21224797382674304}",20,5,24.013659280958716,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.005, 'e': 0.21118938264097117}",20,1,-31.48024159878801,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
313,False,"{'a': 0.005, 'e': 0.21013607120076472}",20,0,6.226147106217641,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.005, 'e': 0.20908801317328293}",20,0,19.439452853062694,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
315,False,"{'a': 0.005, 'e': 0.20804518235702046}",20,2,14.480612471609357,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.005, 'e': 0.20700755268115265}",25,0,28.87896922346886,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.005, 'e': 0.20597509820488344}",30,12,-3.663263992341034,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.005, 'e': 0.2049477931167973}",25,13,24.40188069272464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.005, 'e': 0.20392561173421342}",20,0,-22.155539081584532,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
320,False,"{'a': 0.005, 'e': 0.20290852850254407}",20,0,-3.5366939789999137,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
321,False,"{'a': 0.005, 'e': 0.20189651799465538}",20,15,9.619840282024498,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.005, 'e': 0.20088955491023208}",25,3,26.774608260190035,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.005, 'e': 0.1998876140751445}",30,19,-2.9516383140325626,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
324,False,"{'a': 0.005, 'e': 0.19889067044081962}",30,4,-23.457521050187186,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
325,False,"{'a': 0.005, 'e': 0.19789869908361465}",25,0,-40.7752867541837,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
326,False,"{'a': 0.005, 'e': 0.19691167520419406}",20,0,-33.64876599730143,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
327,False,"{'a': 0.005, 'e': 0.19592957412690934}",30,13,28.646464897429663,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.005, 'e': 0.1949523712991825}",30,15,9.860489490792528,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.005, 'e': 0.19398004229089189}",20,9,10.854291931969774,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.005, 'e': 0.19301256279376172}",25,14,17.80513787734006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.005, 'e': 0.19204990862075408}",20,6,-2.8573280029349286,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
332,False,"{'a': 0.005, 'e': 0.19109205570546464}",30,23,8.72673428515265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.005, 'e': 0.1901389801015205}",25,15,-24.532565677203948,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.005, 'e': 0.18919065798198204}",30,6,27.00911766212281,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.005, 'e': 0.1882470656387468}",20,16,8.692429134876718,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.005, 'e': 0.18730817948195702}",20,8,23.519134758283112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.005, 'e': 0.18637397603940997}",20,16,7.564863525095888,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.005, 'e': 0.18544443195597088}",20,14,-32.03987233804787,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.005, 'e': 0.18451952399298926}",20,6,26.09839728411776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.005, 'e': 0.18359922902771786}",20,9,17.58000346055659,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.005, 'e': 0.18268352405273466}",25,15,16.736636812163468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.005, 'e': 0.1817723861753675}",30,6,-40.3098680931646,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
343,False,"{'a': 0.005, 'e': 0.1808657926171221}",25,10,27.892765067695265,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.005, 'e': 0.17996372071311217}",35,19,-1.484333814896418,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
345,False,"{'a': 0.005, 'e': 0.17906614791149322}",25,13,8.49049480482195,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.005, 'e': 0.1781730517728984}",30,0,-4.193227235094017,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
347,False,"{'a': 0.005, 'e': 0.17728440996987782}",25,0,-29.066776387684538,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
348,False,"{'a': 0.005, 'e': 0.17640020028634}",25,7,21.122346424554333,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.005, 'e': 0.17552040061699686}",20,4,-55.204400683920646,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
350,False,"{'a': 0.005, 'e': 0.17464498896681085}",35,15,9.209515807363736,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.005, 'e': 0.17377394345044514}",30,19,17.782681352524293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.005, 'e': 0.17290724229171636}",20,4,-18.031469013754922,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.005, 'e': 0.17204486382305054}",25,0,-41.27339298792875,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
354,False,"{'a': 0.005, 'e': 0.1711867864849409}",20,13,13.459939837820253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.005, 'e': 0.17033298882540943}",20,0,11.694460288245077,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.005, 'e': 0.16948344949947006}",25,0,33.46328917057562,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.005, 'e': 0.1686381472685955}",25,12,11.956206733557117,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.005, 'e': 0.16779706100018585}",20,16,9.212348637499012,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.005, 'e': 0.1669601696670407}",20,4,20.288213424973875,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.005, 'e': 0.16612745234683307}",25,16,17.16934806597068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.005, 'e': 0.16529888822158653}",20,15,-3.594088977916691,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.005, 'e': 0.1644744565771549}",20,0,18.27461551809101,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
363,False,"{'a': 0.005, 'e': 0.16365413680270405}",20,0,30.754754619550702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.005, 'e': 0.16283790839019696}",30,8,16.565077339931936,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.005, 'e': 0.16202575093388075}",30,4,-0.6290929999637538,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
