trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
126,False,"{'a': 0.5, 'e': 0.36999999999999944}",20,12,-67.97075018519536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
127,False,"{'a': 0.5, 'e': 0.36499999999999944}",35,16,-18.02915567366015,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.35999999999999943}",20,12,-28.630783229870858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.5, 'e': 0.3549999999999994}",25,1,-12.059292767307017,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.3499999999999994}",25,5,-80.54676858495463,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
131,False,"{'a': 0.5, 'e': 0.3449999999999994}",25,18,1.0898312001142747,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.3399999999999994}",20,5,-17.899224612342238,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.3349999999999994}",25,0,-39.6751013989621,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.3299999999999994}",30,22,4.869336280820246,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.3249999999999994}",20,0,-13.66672395898302,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.3199999999999994}",30,13,-30.524022922309253,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.3149999999999994}",30,11,20.315084541624497,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.3099999999999994}",30,0,11.174456004540492,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.3049999999999994}",30,0,-35.748832034760774,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.2999999999999994}",20,0,-37.392780382870214,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.2949999999999994}",20,14,5.321711108444665,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.28999999999999937}",20,13,16.027867847448885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
